		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
001000011   21   14   28   18   31   17   15   18 16.996517 0.030145 SUCCESS  30
001000101   23   23   26   19   19   19   29   33  8.010142 0.432480 SUCCESS  31
001000111   26   23   31   20   20   27   24   37 10.698442 0.219378 SUCCESS  32
001001011   19   24   19   24   18   23   33   15 11.177053 0.191868 SUCCESS  33
001001101   25   31   33   25   17   18   23   19 10.382677 0.239187 SUCCESS  34
001001111   21   22   25   25   30   29   24   22  3.240577 0.918365 SUCCESS  35
001010011   26   26   25   23   16   23   25   26  3.510665 0.898360 SUCCESS  36
001010101   24   22   20   34   25   26   14   22  9.924587 0.270359 SUCCESS  37
001010111   21   25   21   20   27   31   26   23  4.138222 0.844442 SUCCESS  38
001011011   25   21   12   21   26   24   28   16 11.159842 0.192806 SUCCESS  39
001011101   24   26   20   19   29   13   22   29  9.712092 0.285818 SUCCESS  40
001011111   33   25   20   29   33   29   33   30 13.362248 0.099979 SUCCESS  41
001100101   18   22   23   26   20   30   32   24  6.773563 0.561249 SUCCESS  42
001100111   18   33   28   23   30   22   26   29  8.080312 0.425665 SUCCESS  43
001101011   27   24   26   32   22   24   24   22  3.351128 0.910432 SUCCESS  44
001101101   20   28   34   22   33   23   26   24  8.851518 0.354976 SUCCESS  45
001101111   23   18   26   22   27   29   23   20  4.256054 0.833314 SUCCESS  46
001110101   31   19   32   14   15   20   16   34 21.566164 0.005786 FAILURE  47
001110111   26   21   29   21   23   26   25   28  2.740783 0.949557 SUCCESS  48
001111011   26   25   22   25   13   25   25   14 10.499186 0.231721 SUCCESS  49
001111101   31   24   27   21   27   22   24   21  3.655639 0.886781 SUCCESS  50
001111111   11   24   22   27   30   23   18   19 12.524182 0.129304 SUCCESS  51
010000011   16   22   22   23   23   32   26   26  6.306868 0.612900 SUCCESS  52
010000111   24   20   30   22   25   24   20   24  3.247859 0.917854 SUCCESS  53
010001011   22   26   23   23   30   27   41   32 16.259072 0.038819 SUCCESS  54
010001111   21   24   29   19   27   29   25   36  9.529385 0.299621 SUCCESS  55
010010011   24   24   20   25   29   18   27   26  3.875416 0.868185 SUCCESS  56
010010111   21   20   20   21   28   26   27   21  4.052165 0.852387 SUCCESS  57
010011011   32   23   34   20   25   18   29   15 13.645576 0.091484 SUCCESS  58
010011111   15   23   27   23   28   30   16   23  9.144775 0.330231 SUCCESS  59
010100011   21   30   25   20   26   31   21   20  5.917624 0.656459 SUCCESS  60
010100111   25   28   30   21   26   26   16   33  8.723756 0.366133 SUCCESS  61
010101011   28   25   25   30   20   21   21   26  3.816500 0.873288 SUCCESS  62
010101111   28   30   18   23   27   29   25   27  5.182164 0.737941 SUCCESS  63
010110011   29   22   24   15   24   28   31   27  7.579193 0.475616 SUCCESS  64
010110111   31   18   11   24   23   22   13   27 17.310958 0.027029 SUCCESS  65
010111011   28   23   22   25   25   10   29   25 10.602455 0.225258 SUCCESS  66
010111111   30   27   21   29   33   29   24   25  7.056229 0.530578 SUCCESS  67
011000111   22   19   33   25   29   22   20   24  6.595491 0.580836 SUCCESS  68
011001111   18   23   25   18   35   22   34   32 14.926507 0.060590 SUCCESS  69
011010111   22   31   30   26   20   17   24   19  7.908197 0.442489 SUCCESS  70
011011111   27   21   27   24   24   24   26   23  1.274497 0.995850 SUCCESS  71
011101111   27   27   29   26   15   22   29   27  6.749070 0.563932 SUCCESS  72
011111111   20   21   24   19   34   23   21   19  8.263018 0.408209 SUCCESS  73
100000000   24   37   31   29   26   35   23   22 14.674954 0.065783 SUCCESS  74
100010000   25   21   21   25   22   22   22   24  1.747151 0.987807 SUCCESS  75
100100000   24   28   31   31   24   30   22   28  6.378362 0.604929 SUCCESS  76
100101000   23   23   23   26   27   33   21   24  4.274590 0.831538 SUCCESS  77
100110000   28   27   30   15    9   29   29   23 17.830612 0.022533 SUCCESS  78
100111000   21   30   18   22   32   13   22   27 12.279911 0.139145 SUCCESS  79
101000000   25   32   28   19   26   28   24   23  4.995486 0.758059 SUCCESS  80
101000100   22   21   29   27   17   27   19   31  7.603686 0.473108 SUCCESS  81
101001000   26   25   33   24   26   26   24   25  3.504707 0.898824 SUCCESS  82
101001100   27   29   21   27   20   32   30   25  6.572322 0.583397 SUCCESS  83
101010000   20   33   28   22   19   36   24   15 15.433583 0.051243 SUCCESS  84
101010100   25   17   27   28   21   36   20   22 10.425706 0.236408 SUCCESS  85
101011000   26   32   26   25   29   19   21   38 13.139823 0.107128 SUCCESS  86
101011100   20   27   28   19   20   13   23   25  9.312918 0.316590 SUCCESS  87
101100000   27   27   19   23   29   19   20   27  5.129206 0.743681 SUCCESS  88
101100100   25   30   23   31   20   34   27   15 12.028359 0.149943 SUCCESS  89
101101000   21   27   25   26   23   21   20   24  2.298580 0.970463 SUCCESS  90
101101100   22   20   20   30   24   26   39   18 14.095060 0.079321 SUCCESS  91
101110000   29   19   20   25   35   17   25   26 10.171506 0.253194 SUCCESS  92
101110100   16   25   34   18   23   22   21   23  9.542625 0.298605 SUCCESS  93
101111000   20   19   24   19   24   32   18   26  7.593756 0.474124 SUCCESS  94
101111100   27   25   18   30   25   21   36   27  9.859713 0.275011 SUCCESS  95
110000000   18   28   25   27   26   32   16   26  8.239849 0.410399 SUCCESS  96
110000010   29   27   25   32   26   17   23   20  6.977453 0.539067 SUCCESS  97
110000100   21   23   30   21   25   21   25   20  3.730442 0.880588 SUCCESS  98
110001000   19   30   21   21   18   24   22   24  5.534337 0.699233 SUCCESS  99
110001010   22   24   10   32   23   20   32   24 14.839125 0.062350 SUCCESS 100
110010000   19   25   33   26   28   25   17   18  9.111676 0.332963 SUCCESS 101
110010010   28   24   12   23   28   23   28   22  8.577458 0.379184 SUCCESS 102
110010100   26   23   27   28   21   27   22   28  2.597133 0.957047 SUCCESS 103
110011000   30   24   26   16   20   31   25   21  7.603686 0.473108 SUCCESS 104
110011010   24   32   21   24   25   21   29   20  5.172234 0.739019 SUCCESS 105
110100000   21   27   24   18   26   26   28   25  3.299493 0.914182 SUCCESS 106
110100010   24   25   38   24   29   27   19   26 10.393931 0.238458 SUCCESS 107
110100100   27   25   28   17   30   27   26   28  5.444970 0.709129 SUCCESS 108
110101000   19   30   23   17   21   41   29   19 19.263798 0.013511 SUCCESS 109
110101010   29   20   32   24   16   31   27   26  9.401623 0.309556 SUCCESS 110
110101100   27   34   20   19   21   24   25   37 13.486039 0.096185 SUCCESS 111
110110000   27   23   16   18   21   19   22   16 10.048378 0.261647 SUCCESS 112
110110010   24   20   23   25   22   30   18   13  9.736585 0.284003 SUCCESS 113
110110100   24   24   28   20   30   20   24   29  4.435451 0.815856 SUCCESS 114
110111000   25   20   26   24   31   19   24   30  5.367518 0.717669 SUCCESS 115
110111010   27   22   27   21   25   25   20   31  4.003178 0.856837 SUCCESS 116
110111100   24   13   30   26   23   24   20   29  8.755531 0.363337 SUCCESS 117
111000000   19   23   23   34   19   26   15   34 14.297626 0.074330 SUCCESS 118
111000010   32   27   28   29   37   23   22   21 11.725172 0.163894 SUCCESS 119
111000100   15   21   22   18   18   25   20   27  9.066000 0.336759 SUCCESS 120
111000110   18   23   31   28   32   25   19   27  8.198144 0.414358 SUCCESS 121
111001000   26   23   26   22   22   26   18   25  2.646119 0.954569 SUCCESS 122
111001010   28   23   23   29   29   24   22   33  5.894454 0.659053 SUCCESS 123
111001100   23   30   17   21   20   31   27   25  7.188625 0.516425 SUCCESS 124
111010000   20   21   29   24   34   34   25   23 10.122519 0.256532 SUCCESS 125
111010010   25   26   36   15   27   20   23   26 10.866585 0.209374 SUCCESS 126
111010100   27   22   28   15   24   36   32   24 12.986244 0.112324 SUCCESS 127
111010110   23   27   22   14   16   20   20   43 24.481523 0.001902 FAILURE 128
111011000   21   27   18   18   16   18   17   15 15.029114 0.058582 SUCCESS 129
111011010   29   28   20   24   20   24   30   24  4.435451 0.815856 SUCCESS 130
111011100   24   21   22   22   31   14   26   29  8.416597 0.393869 SUCCESS 131
111100000   20   29   31   23   23   31   18   29  8.206750 0.413539 SUCCESS 132
111100010   16   18   18   16   22   27   21   25 10.480650 0.232897 SUCCESS 133
111100100   27   19   28   30   31   27   27   25  5.835538 0.665648 SUCCESS 134
111100110   24   27   30   20   19   30   31   22  7.096610 0.526246 SUCCESS 135
111101000   25   29   25   25   33   24   22   31  6.174472 0.627696 SUCCESS 136
111101010   29   23   26   22   21   27   33   25  5.258292 0.729646 SUCCESS 137
111101100   23   25   18   29   12   23   23   14 13.989143 0.082049 SUCCESS 138
111101110   26   23   29   28   23   24   19   32  5.410547 0.712929 SUCCESS 139
111110000   24   28   27   29   25   32   23   30  5.615761 0.690184 SUCCESS 140
111110010   18   19   24   34   34   24   28   31 13.190134 0.105473 SUCCESS 141
111110100   28   31   20   22   26   25   20   23  4.485761 0.810856 SUCCESS 142
111110110   30   24   20   26   23   26   27   16  5.730945 0.677341 SUCCESS 143
111111000   22   27   17   23   28   30   20   23  5.713734 0.679262 SUCCESS 144
111111010   25   27   19   20   24   20   19   29  5.314560 0.723487 SUCCESS 145
111111100   21   25   20   20   33   27   22   20  6.628590 0.577182 SUCCESS 146
111111110   20   21   24   19   34   23   21   19  8.263018 0.408209 SUCCESS 147

